t,phi
5.589999999999925251e+00,-2.841291186775946276e+00
5.599999999999925038e+00,-2.843040164707953288e+00
5.609999999999924825e+00,-2.844786089056027478e+00
5.619999999999924611e+00,-2.846528970464243358e+00
5.629999999999924398e+00,-2.848268819521118989e+00
5.639999999999924185e+00,-2.850005646760000122e+00
5.649999999999923972e+00,-2.851739462659443891e+00
5.659999999999923759e+00,-2.853470277643598951e+00
5.669999999999923546e+00,-2.855198102082579847e+00
5.679999999999923332e+00,-2.856922946292840493e+00
5.689999999999923119e+00,-2.858644820537544096e+00
5.699999999999922906e+00,-2.860363735026929977e+00
5.709999999999922693e+00,-2.862079699918675058e+00
5.719999999999922480e+00,-2.863792725318255794e+00
5.729999999999922267e+00,-2.865502821279304335e+00
5.739999999999922053e+00,-2.867209997803962906e+00
5.749999999999921840e+00,-2.868914264843235085e+00
5.759999999999921627e+00,-2.870615632297332631e+00
5.769999999999921414e+00,-2.872314110016022326e+00
5.779999999999921201e+00,-2.874009707798966584e+00
5.789999999999920988e+00,-2.875702435396063628e+00
5.799999999999920774e+00,-2.877392302507783217e+00
5.809999999999920561e+00,-2.879079318785501052e+00
5.819999999999920348e+00,-2.880763493831828281e+00
5.829999999999920135e+00,-2.882444837200941024e+00
5.839999999999919922e+00,-2.884123358398903658e+00
5.849999999999919709e+00,-2.885799066883993458e+00
5.859999999999919496e+00,-2.887471972067018555e+00
5.869999999999919282e+00,-2.889142083311635467e+00
5.879999999999919069e+00,-2.890809409934664842e+00
5.889999999999918856e+00,-2.892473961206401434e+00
5.899999999999918643e+00,-2.894135746350924965e+00
5.909999999999918430e+00,-2.895794774546405215e+00
5.919999999999918217e+00,-2.897451054925407998e+00
5.929999999999918003e+00,-2.899104596575195369e+00
5.939999999999917790e+00,-2.900755408538025382e+00
5.949999999999917577e+00,-2.902403499811448295e+00
5.959999999999917364e+00,-2.904048879348601897e+00
5.969999999999917151e+00,-2.905691556058501934e+00
5.979999999999916938e+00,-2.907331538806332993e+00
5.989999999999916724e+00,-2.908968836413734049e+00
5.999999999999916511e+00,-2.910603457659084015e+00
6.009999999999916298e+00,-2.912235411277784181e+00
6.019999999999916085e+00,-2.913864705962538437e+00
6.029999999999915872e+00,-2.915491350363630829e+00
6.039999999999915659e+00,-2.917115353089200891e+00
6.049999999999915445e+00,-2.918736722705517206e+00
6.059999999999915232e+00,-2.920355467737248301e+00
6.069999999999915019e+00,-2.921971596667732207e+00
6.079999999999914806e+00,-2.923585117939242473e+00
6.089999999999914593e+00,-2.925196039953253724e+00
6.099999999999914380e+00,-2.926804371070702349e+00
6.109999999999914166e+00,-2.928410119612248952e+00
6.119999999999913953e+00,-2.930013293858535484e+00
6.129999999999913740e+00,-2.931613902050441922e+00
6.139999999999913527e+00,-2.933211952389339405e+00
6.149999999999913314e+00,-2.934807453037343805e+00
6.159999999999913101e+00,-2.936400412117565306e+00
6.169999999999912887e+00,-2.937990837714356207e+00
6.179999999999912674e+00,-2.939578737873557390e+00
6.189999999999912461e+00,-2.941164120602742127e+00
6.199999999999912248e+00,-2.942746993871459438e+00
6.209999999999912035e+00,-2.944327365611473457e+00
6.219999999999911822e+00,-2.945905243717001909e+00
6.229999999999911608e+00,-2.947480636044953695e+00
6.239999999999911395e+00,-2.949053550415162483e+00
6.249999999999911182e+00,-2.950623994610620304e+00
6.259999999999910969e+00,-2.952191976377708027e+00
6.269999999999910756e+00,-2.953757503426425401e+00
6.279999999999910543e+00,-2.955320583430617543e+00
6.289999999999910330e+00,-2.956881224028202304e+00
6.299999999999910116e+00,-2.958439432821391879e+00
6.309999999999909903e+00,-2.959995217376917065e+00
6.319999999999909690e+00,-2.961548585226246644e+00
6.329999999999909477e+00,-2.963099543865805874e+00
6.339999999999909264e+00,-2.964648100757194982e+00
6.349999999999909051e+00,-2.966194263327403213e+00
6.359999999999908837e+00,-2.967738038969022885e+00
6.369999999999908624e+00,-2.969279435040461212e+00
6.379999999999908411e+00,-2.970818458866152145e+00
6.389999999999908198e+00,-2.972355117736762864e+00
6.399999999999907985e+00,-2.973889418909403393e+00
6.409999999999907772e+00,-2.975421369607830435e+00
6.419999999999907558e+00,-2.976950977022652545e+00
6.429999999999907345e+00,-2.978478248311531740e+00
6.439999999999907132e+00,-2.980003190599385565e+00
6.449999999999906919e+00,-2.981525810978585600e+00
6.459999999999906706e+00,-2.983046116509155521e+00
6.469999999999906493e+00,-2.984564114218967834e+00
6.479999999999906279e+00,-2.986079811103939274e+00
6.489999999999906066e+00,-2.987593214128222208e+00
6.499999999999905853e+00,-2.989104330224399586e+00
6.509999999999905640e+00,-2.990613166293672798e+00
6.519999999999905427e+00,-2.992119729206052625e+00
6.529999999999905214e+00,-2.993624025800546207e+00
6.539999999999905000e+00,-2.995126062885342666e+00
6.549999999999904787e+00,-2.996625847237999185e+00
6.559999999999904574e+00,-2.998123385605624414e+00
6.569999999999904361e+00,-2.999618684705059213e+00
6.579999999999904148e+00,-3.001111751223058732e+00
6.589999999999903935e+00,-3.002602591816471822e+00
6.599999999999903721e+00,-3.004091213112418224e+00
6.609999999999903508e+00,-3.005577621708466207e+00
6.619999999999903295e+00,-3.007061824172807096e+00
6.629999999999903082e+00,-3.008543827044430685e+00
6.639999999999902869e+00,-3.010023636833296656e+00
6.649999999999902656e+00,-3.011501260020507775e+00
6.659999999999902442e+00,-3.012976703058478201e+00
6.669999999999902229e+00,-3.014449972371104902e+00
6.679999999999902016e+00,-3.015921074353932863e+00
6.689999999999901803e+00,-3.017390015374323831e+00
6.699999999999901590e+00,-3.018856801771621079e+00
6.709999999999901377e+00,-3.020321439857312384e+00
6.719999999999901164e+00,-3.021783935915194785e+00
6.729999999999900950e+00,-3.023244296201535342e+00
6.739999999999900737e+00,-3.024702526945231451e+00
6.749999999999900524e+00,-3.026158634347971166e+00
6.759999999999900311e+00,-3.027612624584390399e+00
6.769999999999900098e+00,-3.029064503802231023e+00
6.779999999999899885e+00,-3.030514278122496297e+00
6.789999999999899671e+00,-3.031961953639605856e+00
6.799999999999899458e+00,-3.033407536421548922e+00
6.809999999999899245e+00,-3.034851032510037960e+00
6.819999999999899032e+00,-3.036292447920659221e+00
6.829999999999898819e+00,-3.037731788643023290e+00
6.839999999999898606e+00,-3.039169060640915188e+00
6.849999999999898392e+00,-3.040604269852441810e+00
6.859999999999898179e+00,-3.042037422190178919e+00
6.869999999999897966e+00,-3.043468523541318582e+00
6.879999999999897753e+00,-3.044897579767813056e+00
6.889999999999897540e+00,-3.046324596706519561e+00
6.899999999999897327e+00,-3.047749580169342831e+00
6.909999999999897113e+00,-3.049172535943376783e+00
6.919999999999896900e+00,-3.050593469791047063e+00
6.929999999999896687e+00,-3.052012387450249609e+00
6.939999999999896474e+00,-3.053429294634490088e+00
6.949999999999896261e+00,-3.054844197033022457e+00
6.959999999999896048e+00,-3.056257100310984853e+00
6.969999999999895834e+00,-3.057668010109536816e+00
6.979999999999895621e+00,-3.059076932045993846e+00
6.989999999999895408e+00,-3.060483871713961967e+00
6.999999999999895195e+00,-3.061888834683470506e+00
7.009999999999894982e+00,-3.063291826501104875e+00
7.019999999999894769e+00,-3.064692852690138025e+00
7.029999999999894555e+00,-3.066091918750660117e+00
7.039999999999894342e+00,-3.067489030159708641e+00
7.049999999999894129e+00,-3.068884192371396757e+00
7.059999999999893916e+00,-3.070277410817042085e+00
7.069999999999893703e+00,-3.071668690905292376e+00
7.079999999999893490e+00,-3.073058038022251637e+00
7.089999999999893276e+00,-3.074445457531606252e+00
7.099999999999893063e+00,-3.075830954774747550e+00
7.109999999999892850e+00,-3.077214535070896595e+00
7.119999999999892637e+00,-3.078596203717226309e+00
7.129999999999892424e+00,-3.079975965988982711e+00
7.139999999999892211e+00,-3.081353827139606594e+00
7.149999999999891998e+00,-3.082729792400852986e+00
7.159999999999891784e+00,-3.084103866982910169e+00
7.169999999999891571e+00,-3.085476056074518691e+00
7.179999999999891358e+00,-3.086846364843088164e+00
7.189999999999891145e+00,-3.088214798434814501e+00
7.199999999999890932e+00,-3.089581361974796270e+00
7.209999999999890719e+00,-3.090946060567148823e+00
7.219999999999890505e+00,-3.092308899295119318e+00
7.229999999999890292e+00,-3.093669883221200401e+00
7.239999999999890079e+00,-3.095029017387243009e+00
7.249999999999889866e+00,-3.096386306814568279e+00
7.259999999999889653e+00,-3.097741756504078570e+00
7.269999999999889440e+00,-3.099095371436368929e+00
7.279999999999889226e+00,-3.100447156571835450e+00
7.289999999999889013e+00,-3.101797116850785851e+00
7.299999999999888800e+00,-3.103145257193546946e+00
7.309999999999888587e+00,-3.104491582500572999e+00
7.319999999999888374e+00,-3.105836097652550976e+00
7.329999999999888161e+00,-3.107178807510508900e+00
7.339999999999887947e+00,-3.108519716915919329e+00
7.349999999999887734e+00,-3.109858830690805487e+00
7.359999999999887521e+00,-3.111196153637844297e+00
7.369999999999887308e+00,-3.112531690540470741e+00
7.379999999999887095e+00,-3.113865446162980000e+00
7.389999999999886882e+00,-3.115197425250628704e+00
7.399999999999886668e+00,-3.116527632529737968e+00
7.409999999999886455e+00,-3.117856072707792414e+00
7.419999999999886242e+00,-3.119182750473540544e+00
7.429999999999886029e+00,-3.120507670497094654e+00
7.439999999999885816e+00,-3.121830837430028538e+00
7.449999999999885603e+00,-3.123152255905476515e+00
7.459999999999885389e+00,-3.124471930538229802e+00
7.469999999999885176e+00,-3.125789865924833766e+00
7.479999999999884963e+00,-3.127106066643683846e+00
7.489999999999884750e+00,-3.128420537255120593e+00
7.499999999999884537e+00,-3.129733282301525588e+00
7.509999999999884324e+00,-3.131044306307414260e+00
7.519999999999884110e+00,-3.132353613779530033e+00
7.529999999999883897e+00,-3.133661209206938025e+00
7.539999999999883684e+00,-3.134967097061116093e+00
7.549999999999883471e+00,-3.136271281796047639e+00
7.559999999999883258e+00,-3.137573767848311768e+00
7.569999999999883045e+00,-3.138874559637174766e+00
7.579999999999882832e+00,-3.140173661564679808e+00
7.589999999999882618e+00,-3.141471078015735774e+00
7.599999999999882405e+00,-3.142766813358206512e+00
7.609999999999882192e+00,-3.144060871942999658e+00
7.619999999999881979e+00,-3.145353258104152783e+00
7.629999999999881766e+00,-3.146643976158922218e+00
7.639999999999881553e+00,-3.147933030407868316e+00
7.649999999999881339e+00,-3.149220425134942047e+00
7.659999999999881126e+00,-3.150506164607569826e+00
7.669999999999880913e+00,-3.151790253076739212e+00
7.679999999999880700e+00,-3.153072694777082852e+00
7.689999999999880487e+00,-3.154353493926961960e+00
7.699999999999880274e+00,-3.155632654728550257e+00
7.709999999999880060e+00,-3.156910181367916124e+00
7.719999999999879847e+00,-3.158186078015104759e+00
7.729999999999879634e+00,-3.159460348824219889e+00
7.739999999999879421e+00,-3.160732997933505928e+00
7.749999999999879208e+00,-3.162004029465427024e+00
7.759999999999878995e+00,-3.163273447526747884e+00
7.769999999999878781e+00,-3.164541256208613706e+00
7.779999999999878568e+00,-3.165807459586629236e+00
7.789999999999878355e+00,-3.167072061720936915e+00
7.799999999999878142e+00,-3.168335066656295052e+00
7.809999999999877929e+00,-3.169596478422155972e+00
7.819999999999877716e+00,-3.170856301032742408e+00
7.829999999999877502e+00,-3.172114538487124769e+00
7.839999999999877289e+00,-3.173371194769297521e+00
7.849999999999877076e+00,-3.174626273848253799e+00
7.859999999999876863e+00,-3.175879779678061343e+00
7.869999999999876650e+00,-3.177131716197937550e+00
7.879999999999876437e+00,-3.178382087332322747e+00
7.889999999999876223e+00,-3.179630896990955247e+00
7.899999999999876010e+00,-3.180878149068944172e+00
7.909999999999875797e+00,-3.182123847446841403e+00
7.919999999999875584e+00,-3.183367995990715293e+00
7.929999999999875371e+00,-3.184610598552222616e+00
7.939999999999875158e+00,-3.185851658968679168e+00
7.949999999999874944e+00,-3.187091181063132161e+00
7.959999999999874731e+00,-3.188329168644429057e+00
7.969999999999874518e+00,-3.189565625507289504e+00
7.979999999999874305e+00,-3.190800555432374619e+00
7.989999999999874092e+00,-3.192033962186356266e+00
7.999999999999873879e+00,-3.193265849521985444e+00
8.009999999999873666e+00,-3.194496221178162010e+00
8.019999999999873452e+00,-3.195725080880001734e+00
8.029999999999873239e+00,-3.196952432338903805e+00
8.039999999999873026e+00,-3.198178279252619216e+00
8.049999999999872813e+00,-3.199402625305316938e+00
8.059999999999872600e+00,-3.200625474167650086e+00
8.069999999999872387e+00,-3.201846829496822977e+00
8.079999999999872173e+00,-3.203066694936655079e+00
8.089999999999871960e+00,-3.204285074117647181e+00
8.099999999999871747e+00,-3.205501970657047117e+00
8.109999999999871534e+00,-3.206717388158912829e+00
8.119999999999871321e+00,-3.207931330214177201e+00
8.129999999999871108e+00,-3.209143800400710678e+00
8.139999999999870894e+00,-3.210354802283386100e+00
8.149999999999870681e+00,-3.211564339414139990e+00
8.159999999999870468e+00,-3.212772415332036502e+00
8.169999999999870255e+00,-3.213979033563328702e+00
8.179999999999870042e+00,-3.215184197621520301e+00
8.189999999999869829e+00,-3.216387911007427380e+00
8.199999999999869615e+00,-3.217590177209239677e+00
8.209999999999869402e+00,-3.218790999702580091e+00
8.219999999999869189e+00,-3.219990381950565972e+00
8.229999999999868976e+00,-3.221188327403869067e+00
8.239999999999868763e+00,-3.222384839500774589e+00
8.249999999999868550e+00,-3.223579921667240722e+00
8.259999999999868336e+00,-3.224773577316957685e+00
8.269999999999868123e+00,-3.225965809851405464e+00
8.279999999999867910e+00,-3.227156622659912433e+00
8.289999999999867697e+00,-3.228346019119713528e+00
8.299999999999867484e+00,-3.229534002596007092e+00
8.309999999999867271e+00,-3.230720576442012604e+00
8.319999999999867057e+00,-3.231905743999027081e+00
8.329999999999866844e+00,-3.233089508596481476e+00
8.339999999999866631e+00,-3.234271873551997079e+00
8.349999999999866418e+00,-3.235452842171441024e+00
8.359999999999866205e+00,-3.236632417748981805e+00
8.369999999999865992e+00,-3.237810603567144785e+00
8.379999999999865778e+00,-3.238987402896866374e+00
8.389999999999865565e+00,-3.240162818997549099e+00
8.399999999999865352e+00,-3.241336855117115334e+00
8.409999999999865139e+00,-3.242509514492061484e+00
8.419999999999864926e+00,-3.243680800347511273e+00
8.429999999999864713e+00,-3.244850715897269033e+00
8.439999999999864500e+00,-3.246019264343873001e+00
8.449999999999864286e+00,-3.247186448878646825e+00
8.459999999999864073e+00,-3.248352272681753306e+00
8.469999999999863860e+00,-3.249516738922245018e+00
8.479999999999863647e+00,-3.250679850758117162e+00
8.489999999999863434e+00,-3.251841611336357740e+00
8.499999999999863221e+00,-3.253002023793000408e+00
8.509999999999863007e+00,-3.254161091253173321e+00
8.519999999999862794e+00,-3.255318816831151096e+00
8.529999999999862581e+00,-3.256475203630404103e+00
8.539999999999862368e+00,-3.257630254743648646e+00
8.549999999999862155e+00,-3.258783973252896704e+00
8.559999999999861942e+00,-3.259936362229505225e+00
8.569999999999861728e+00,-3.261087424734225415e+00
8.579999999999861515e+00,-3.262237163817250707e+00
8.589999999999861302e+00,-3.263385582518266492e+00
8.599999999999861089e+00,-3.264532683866497642e+00
8.609999999999860876e+00,-3.265678470880756024e+00
8.619999999999860663e+00,-3.266822946569488462e+00
8.629999999999860449e+00,-3.267966113930825145e+00
8.639999999999860236e+00,-3.269107975952625367e+00
8.649999999999860023e+00,-3.270248535612525043e+00
8.659999999999859810e+00,-3.271387795877983340e+00
8.669999999999859597e+00,-3.272525759706328419e+00
8.679999999999859384e+00,-3.273662430044804061e+00
8.689999999999859170e+00,-3.274797809830615414e+00
8.699999999999858957e+00,-3.275931901990974282e+00
8.709999999999858744e+00,-3.277064709443144874e+00
8.719999999999858531e+00,-3.278196235094488653e+00
8.729999999999858318e+00,-3.279326481842508301e+00
8.739999999999858105e+00,-3.280455452574893460e+00
8.749999999999857891e+00,-3.281583150169564256e+00
8.759999999999857678e+00,-3.282709577494715258e+00
8.769999999999857465e+00,-3.283834737408859894e+00
8.779999999999857252e+00,-3.284958632760873520e+00
8.789999999999857039e+00,-3.286081266390036504e+00
8.799999999999856826e+00,-3.287202641126078184e+00
8.809999999999856612e+00,-3.288322759789218175e+00
8.819999999999856399e+00,-3.289441625190209884e+00
8.829999999999856186e+00,-3.290559240130383145e+00
8.839999999999855973e+00,-3.291675607401685522e+00
8.849999999999855760e+00,-3.292790729786724491e+00
8.859999999999855547e+00,-3.293904610058809190e+00
8.869999999999855333e+00,-3.295017250981991719e+00
8.879999999999855120e+00,-3.296128655311107991e+00
8.889999999999854907e+00,-3.297238825791819039e+00
8.899999999999854694e+00,-3.298347765160651868e+00
8.909999999999854481e+00,-3.299455476145038979e+00
8.919999999999854268e+00,-3.300561961463359673e+00
8.929999999999854055e+00,-3.301667223824980013e+00
8.939999999999853841e+00,-3.302771265930291467e+00
8.949999999999853628e+00,-3.303874090470751756e+00
8.959999999999853415e+00,-3.304975700128923943e+00
8.969999999999853202e+00,-3.306076097578515505e+00
8.979999999999852989e+00,-3.307175285484416971e+00
8.989999999999852776e+00,-3.308273266502740562e+00
8.999999999999852562e+00,-3.309370043280859708e+00
9.009999999999852349e+00,-3.310465618457446357e+00
9.019999999999852136e+00,-3.311559994662509165e+00
9.029999999999851923e+00,-3.312653174517431243e+00
9.039999999999851710e+00,-3.313745160635009235e+00
9.049999999999851497e+00,-3.314835955619488850e+00
9.059999999999851283e+00,-3.315925562066603050e+00
9.069999999999851070e+00,-3.317013982563609353e+00
9.079999999999850857e+00,-3.318101219689326253e+00
9.089999999999850644e+00,-3.319187276014170074e+00
9.099999999999850431e+00,-3.320272154100190942e+00
9.109999999999850218e+00,-3.321355856501110093e+00
9.119999999999850004e+00,-3.322438385762355395e+00
9.129999999999849791e+00,-3.323519744421096433e+00
9.139999999999849578e+00,-3.324599935006281370e+00
9.149999999999849365e+00,-3.325678960038672027e+00
9.159999999999849152e+00,-3.326756822030878968e+00
9.169999999999848939e+00,-3.327833523487396583e+00
9.179999999999848725e+00,-3.328909066904638614e+00
9.189999999999848512e+00,-3.329983454770971907e+00
9.199999999999848299e+00,-3.331056689566752382e+00
9.209999999999848086e+00,-3.332128773764357454e+00
9.219999999999847873e+00,-3.333199709828222002e+00
9.229999999999847660e+00,-3.334269500214871229e+00
9.239999999999847446e+00,-3.335338147372955309e+00
9.249999999999847233e+00,-3.336405653743281796e+00
9.259999999999847020e+00,-3.337472021758850715e+00
9.269999999999846807e+00,-3.338537253844886532e+00
9.279999999999846594e+00,-3.339601352418871461e+00
9.289999999999846381e+00,-3.340664319890578771e+00
9.299999999999846167e+00,-3.341726158662105650e+00
9.309999999999845954e+00,-3.342786871127905179e+00
9.319999999999845741e+00,-3.343846459674819194e+00
9.329999999999845528e+00,-3.344904926682110258e+00
9.339999999999845315e+00,-3.345962274521493640e+00
9.349999999999845102e+00,-3.347018505557169732e+00
9.359999999999844889e+00,-3.348073622145855133e+00
9.369999999999844675e+00,-3.349127626636814181e+00
9.379999999999844462e+00,-3.350180521371891373e+00
9.389999999999844249e+00,-3.351232308685541561e+00
9.399999999999844036e+00,-3.352282990904861038e+00
9.409999999999843823e+00,-3.353332570349618624e+00
9.419999999999843610e+00,-3.354381049332287201e+00
9.429999999999843396e+00,-3.355428430158072572e+00
9.439999999999843183e+00,-3.356474715124944996e+00
9.449999999999842970e+00,-3.357519906523669828e+00
9.459999999999842757e+00,-3.358564006637836830e+00
9.469999999999842544e+00,-3.359607017743889923e+00
9.479999999999842331e+00,-3.360648942111157833e+00
9.489999999999842117e+00,-3.361689782001883398e+00
9.499999999999841904e+00,-3.362729539671252432e+00
9.509999999999841691e+00,-3.363768217367423485e+00
9.519999999999841478e+00,-3.364805817331557591e+00
9.529999999999841265e+00,-3.365842341797846249e+00
9.539999999999841052e+00,-3.366877792993540730e+00
9.549999999999840838e+00,-3.367912173138981391e+00
9.559999999999840625e+00,-3.368945484447625205e+00
9.569999999999840412e+00,-3.369977729126074628e+00
9.579999999999840199e+00,-3.371008909374106022e+00
9.589999999999839986e+00,-3.372039027384697629e+00
9.599999999999839773e+00,-3.373068085344057554e+00
9.609999999999839559e+00,-3.374096085431652181e+00
9.619999999999839346e+00,-3.375123029820232379e+00
9.629999999999839133e+00,-3.376148920675862808e+00
9.639999999999838920e+00,-3.377173760157947680e+00
9.649999999999838707e+00,-3.378197550419259620e+00
9.659999999999838494e+00,-3.379220293605965875e+00
9.669999999999838280e+00,-3.380241991857655393e+00
9.679999999999838067e+00,-3.381262647307365921e+00
9.689999999999837854e+00,-3.382282262081610202e+00
9.699999999999837641e+00,-3.383300838300403068e+00
9.709999999999837428e+00,-3.384318378077288081e+00
9.719999999999837215e+00,-3.385334883519363292e+00
9.729999999999837001e+00,-3.386350356727307442e+00
9.739999999999836788e+00,-3.387364799795406611e+00
9.749999999999836575e+00,-3.388378214811579525e+00
9.759999999999836362e+00,-3.389390603857403317e+00
9.769999999999836149e+00,-3.390401969008139726e+00
9.779999999999835936e+00,-3.391412312332760415e+00
9.789999999999835723e+00,-3.392421635893971832e+00
9.799999999999835509e+00,-3.393429941748241419e+00
9.809999999999835296e+00,-3.394437231945822031e+00
9.819999999999835083e+00,-3.395443508530776811e+00
9.829999999999834870e+00,-3.396448773541004940e+00
9.839999999999834657e+00,-3.397453029008265624e+00
9.849999999999834444e+00,-3.398456276958202960e+00
9.859999999999834230e+00,-3.399458519410370361e+00
9.869999999999834017e+00,-3.400459758378255426e+00
9.879999999999833804e+00,-3.401459995869303921e+00
9.889999999999833591e+00,-3.402459233884943313e+00
9.899999999999833378e+00,-3.403457474420608087e+00
9.909999999999833165e+00,-3.404454719465761947e+00
9.919999999999832951e+00,-3.405450971003923577e+00
9.929999999999832738e+00,-3.406446231012688397e+00
9.939999999999832525e+00,-3.407440501463753879e+00
9.949999999999832312e+00,-3.408433784322941751e+00
9.959999999999832099e+00,-3.409426081550221532e+00
9.969999999999831886e+00,-3.410417395099734073e+00
9.979999999999831672e+00,-3.411407726919814642e+00
9.989999999999831459e+00,-3.412397078953015583e+00
9.999999999999831246e+00,-3.413385453136128955e+00
